Abr,Course,Section,Title,Quarter,Year,Day and Time,Instructor,E1,S1,P1,E2,S2,P2,E1(N),S1(N),P1(N),E2(N),S2(N),P2(New),E3,S3,P3,E4,S4,P4
nte2017 38001,38001,81,Managing in Organizations,Winter,2017,"Monday, 6:00 -  9:00","Fishbach, Ayelet",41,24,0,36,29,0,45,20,0,44,21,0,56,9,0,47,18,0
tum2020 37105,37105,1,Data Science for Marketing Decision Making,Autumn,2020,"Friday, 1:30 -  4:30","Hitsch, Günter",37,28,0,40,25,0,43,22,0,45,20,356,44,21,0,,,
rin2018 37107,37107,1,Experimental Marketing,Spring,2018,"Wednesday, 1:30 -  4:30","Urminsky, Oleg",24,CLO,792,24,CLO,8233,24,CLO,-1,24,CLO,-1,24,CLO,33,24,CLO,11156
rin2018 38001,38001,85,Managing in Organizations,Spring,2018,"Saturday, 9:00 - 12:00","Fishbach, Ayelet",36,29,0,35,30,0,47,18,0,45,20,0,48,17,0,50,15,0
rin2019 37107,37107,1,Experimental Marketing,Spring,2019,"Thursday, 1:30 -  4:30","Urminsky, Oleg",25,40,0,37,28,0,37,28,N/A,37,28,N/A,42,23,0,46,19,0
rin2020 37107,37107,1,Experimental Marketing,Spring,2020,"Wednesday, 1:30 -  4:30","Urminsky, Oleg",20,45,0,26,39,0,26,39,N/A,26,39,N/A,22,43,0,21,44,0
tum2016 38001,38001,85,Managing in Organizations,Autumn,2016,"Saturday, 9:00 - 12:00","McGill, Ann",65,CLO,100,64,1,0,65,CLO,3999,65,CLO,-1,65,CLO,2667,65,CLO,15000
,37107,1,Experimental Marketing,Winter,2021,"Wednesday, 1:30 -  4:30","Urminsky, Oleg",10,55,0,14,51,0,14,51,N/A,14,51,N/A,15,50,0,,,
tum2017 37108,37108,1,Startup Marketing ?,Autumn,2017,"Friday, 1:30 -  4:30","Misra, Sanjog",37,28,0,39,26,0,43,22,0,49,16,0,43,22,0,39,26,0
tum2017 38001,38001,81,Managing in Organizations,Autumn,2017,"Monday, 6:00 -  9:00","McGill, Ann",65,CLO,461,62,3,0,65,CLO,3999,65,CLO,-1,65,CLO,2222,65,CLO,5024
nte2019 37108,37108,1,Startup Marketing ?,Winter,2019,"Thursday, 1:30 -  4:30","Misra, Sanjog",28,37,0,46,19,0,46,19,-1,46,19,-1,41,24,0,45,20,0
rin2017 37202,37202,1,Pricing Strategies,Spring,2017,"Thursday, 1:30 -  4:30","Dubé, Jean-Pierre",70,CLO,17022,70,CLO,26522,70,CLO,-1,70,CLO,-1,70,CLO,-1,70,CLO,-1
tum2018 38001,38001,81,Managing in Organizations,Autumn,2018,"Monday, 6:00 -  9:00","McGill, Ann",65,CLO,799,62,3,0,65,CLO,6001,65,CLO,-1,65,CLO,8001,65,CLO,11360
rin2018 37202,37202,1,Pricing Strategies,Spring,2018,"Wednesday, 1:30 -  4:30","Dubé, Jean-Pierre",70,CLO,15000,70,CLO,-1,70,CLO,-1,70,CLO,-1,70,CLO,18107,70,CLO,-1
rin2018 37202,37202,2,Pricing Strategies,Spring,2018,"Thursday, 1:30 -  4:30","Dubé, Jean-Pierre",70,CLO,9835,70,CLO,20001,70,CLO,-1,70,CLO,-1,70,CLO,-1,70,CLO,-1
tum2019 38001,38001,81,Managing in Organizations,Autumn,2019,"Monday, 6:00 -  9:00","McGill, Ann",65,CLO,3321,65,CLO,5500,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
tum2018 37202,37202,1,Pricing Strategies,Autumn,2018,"Wednesday, 1:30 -  4:30","Dubé, Jean-Pierre",70,CLO,12000,70,CLO,15866,70,CLO,-1,70,CLO,-1,70,CLO,36116,70,CLO,-1
rin2020 38001,38001,81,Managing in Organizations,Spring,2020,"Tuesday, 6:00 -  9:00","McGill, Ann",65,CLO,2799,65,CLO,5000,65,CLO,N/A,65,CLO,N/A,65,CLO,17226,65,CLO,22040
rin2020 38001,38001,82,Managing in Organizations,Spring,2020,"Monday, 6:00 -  9:00","McGill, Ann",65,CLO,1,65,CLO,10,65,CLO,N/A,65,CLO,N/A,65,CLO,16949,65,CLO,15524
rin2020 37202,37202,1,Pricing Strategies,Spring,2020,"Wednesday, 1:30 -  4:30","Dubé, Jean-Pierre",70,CLO,5007,70,CLO,12588,70,CLO,N/A,70,CLO,N/A,70,CLO,10000,70,CLO,10000
rin2020 37202,37202,2,Pricing Strategies,Spring,2020,"Thursday, 1:30 -  4:30","Dubé, Jean-Pierre",70,CLO,+,70,CLO,8401,70,CLO,N/A,70,CLO,N/A,69,1,N/A,70,CLO,14245
tum2020 38001,38001,85,Managing in Organizations,Autumn,2020,"Saturday, 9:00 - 12:00","McGill, Ann",46,24,0,48,22,0,70,CLO,1333,70,CLO,3167,70,CLO,12012,,,
mme2017 38001,38001,81,Managing in Organizations,Summer,2017,"Friday, 6:00 -  9:00","O'Brien, Ed",65,CLO,501,64,1,0,65,CLO,4003,65,CLO,1,56,9,0,54,11,0
mme2017 38001,38001,85,Managing in Organizations,Summer,2017,"Saturday, 9:00 - 12:00","O'Brien, Ed",25,40,0,27,38,0,27,38,-1,27,38,-1,36,29,0,37,28,0
mme2017 38001,38001,86,Managing in Organizations,Summer,2017,"Saturday, 1:30 -  4:30","O'Brien, Ed",44,21,0,41,24,0,41,24,-1,41,24,-1,53,12,0,51,14,0
mme2020 38001,38001,81,Managing in Organizations,Summer,2020,"Friday, 6:00 -  9:00","O'Brien, Ed",65,CLO,1000,65,CLO,101,65,CLO,N/A,65,CLO,N/A,64,1,0,,,
mme2020 38001,38001,85,Managing in Organizations,Summer,2020,"Saturday, 9:00 - 12:00","O'Brien, Ed",19,46,0,17,48,0,17,48,N/A,17,48,N/A,38,27,0,,,
mme2020 38001,38001,86,Managing in Organizations,Summer,2020,"Saturday, 1:30 -  4:30","O'Brien, Ed",45,20,0,48,17,0,53,12,0,52,13,N/A,61,4,0,,,
nte2019 37202,37202,1,Pricing Strategies,Winter,2019,"Wednesday, 8:30 - 11:30","Moshary, Sarah",65,CLO,6556,65,CLO,10472,65,CLO,-1,65,CLO,-1,65,CLO,5000,65,CLO,-1
nte2020 37202,37202,1,Pricing Strategies,Winter,2020,"Wednesday, 8:30 - 11:30","Moshary, Sarah",65,CLO,2643,65,CLO,9948,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
rin2017 38002,38002,85,Managerial Decision Making,Spring,2017,"Saturday, 1:30 -  4:30","Gandhi, Linnea",65,CLO,601,63,2,0,65,CLO,1501,65,CLO,-1,65,CLO,500,65,CLO,3000
,37202,1,Pricing Strategies,Winter,2021,"Wednesday, 8:30 - 11:30","Moshary, Sarah",51,14,0,65,CLO,14,65,CLO,N/A,65,CLO,N/A,62,3,0,,,
rin2019 38002,38002,81,Managerial Decision Making,Spring,2019,"Wednesday, 6:00 -  9:00","Gandhi, Linnea",36,29,0,31,34,0,33,32,0,32,33,N/A,65,CLO,0,65,CLO,12
mme2017 38002,38002,81,Managerial Decision Making,Summer,2017,"Wednesday, 6:00 -  9:00","Hastie, Reid",65,CLO,1500,65,CLO,1500,65,CLO,-1,65,CLO,-1,65,CLO,500,65,CLO,10000
mme2017 38002,38002,82,Managerial Decision Making,Summer,2017,"Thursday, 6:00 -  9:00","Hastie, Reid",35,30,0,32,33,0,39,26,0,40,25,0,43,22,0,41,24,0
nte2017 37205,37205,1,Going to Market: Managing Channel Strategy,Winter,2017,"Monday, 8:30 - 11:30","Daljord, Oeystein",22,43,0,26,39,0,26,39,-1,26,39,-1,25,40,0,22,43,-1
nte2018 37205,37205,1,Going to Market: Managing Channel Strategy,Winter,2018,"Thursday, 8:30 - 11:30","Daljord, Oeystein",46,19,0,53,12,0,53,12,-1,53,12,-1,52,13,0,49,16,-1
tum2017 38002,38002,81,Managerial Decision Making,Autumn,2017,"Tuesday, 6:00 -  9:00","Hastie, Reid",24,41,0,22,43,0,27,38,0,26,39,-1,28,37,0,28,37,0
nte2019 37205,37205,1,Going to Market: Managing Channel Strategy,Winter,2019,"Friday, 1:30 -  4:30","Daljord, Oeystein",13,52,0,10,55,0,10,55,-1,10,55,-1,9,56,0,12,53,-1
nte2017 37210,37210,1,Marketing and Managing Luxury,Winter,2017,"Tuesday, 1:30 -  4:30","Fischer, Steven",40,CLO,2777,40,CLO,-1,40,CLO,-1,40,CLO,-1,40,CLO,4500,40,CLO,5401
tum2018 38002,38002,81,Managerial Decision Making,Autumn,2018,"Wednesday, 6:00 -  9:00","Hastie, Reid",18,47,0,18,47,0,20,45,0,20,45,-1,21,44,0,23,42,0
rin2017 37304,37304,1,Digital and Algorithmic Marketing,Spring,2017,"Monday, 1:30 -  4:30","Misra, Sanjog",28,37,0,37,28,0,37,28,-1,37,28,-1,40,25,0,43,22,0
tum2017 37304,37304,1,Digital and Algorithmic Marketing,Autumn,2017,"Thursday, 1:30 -  4:30","Misra, Sanjog",26,39,0,26,39,-1,27,38,0,27,38,-1,26,39,-1,28,37,0
nte2020 38002,38002,81,Managerial Decision Making,Winter,2020,"Thursday, 6:00 -  9:00","Hastie, Reid",22,43,0,17,48,0,18,47,0,17,48,N/A,18,47,0,,,
mme2020 38002,38002,81,Managerial Decision Making,Summer,2020,"Monday, 6:00 -  9:00","Hastie, Reid",60,10,0,63,7,0,63,7,N/A,64,6,0,65,5,0,,,
mme2020 38002,38002,85,Managerial Decision Making,Summer,2020,"Saturday, 1:30 -  4:30","Hastie, Reid",23,42,0,23,42,0,23,42,N/A,23,42,N/A,28,37,0,,,
nte2019 37304,37304,1,Digital and Algorithmic Marketing,Winter,2019,"Wednesday, 1:30 -  4:30","Misra, Sanjog",32,33,0,44,21,0,44,21,-1,44,21,-1,37,28,0,36,29,0
tum2016 38002,38002,81,Managerial Decision Making,Autumn,2016,"Monday, 6:00 -  9:00","Hsee, Christopher",65,CLO,5019,65,CLO,9057,65,CLO,-1,65,CLO,-1,65,CLO,9004,65,CLO,9989
nte2020 37304,37304,1,Digital and Algorithmic Marketing,Winter,2020,"Friday, 8:30 - 11:30","Misra, Sanjog",36,29,0,44,21,0,44,21,N/A,44,21,N/A,47,18,0,,,
,37304,1,Digital and Algorithmic Marketing,Winter,2021,"Friday, 8:30 - 11:30","Misra, Sanjog",20,45,0,25,40,0,25,40,N/A,25,40,N/A,27,38,0,,,
rin2018 38002,38002,81,Managerial Decision Making,Spring,2018,"Tuesday, 6:00 -  9:00","Hsee, Christopher",65,CLO,62,64,1,0,65,CLO,5595,65,CLO,-1,65,CLO,7559,65,CLO,3509
rin2018 37601,37601,60,Marketing Workshop,Spring,2018,"Tuesday,10:40 - 12:00","Bartels, Daniel;Hitsch, Günter",5,60,0,6,59,0,6,59,-1,6,59,-1,8,57,0,9,56,-1
nte2019 38002,38002,85,Managerial Decision Making,Winter,2019,"Saturday, 9:00 - 12:00","Hsee, Christopher",33,32,0,26,39,0,26,39,-1,26,39,-1,33,32,0,35,30,0
nte2020 37601,37601,60,Marketing Workshop,Winter,2020,"Tuesday,10:40 - 12:00","Bartels, Daniel;Shapiro, Bradley",3,29,0,4,28,0,4,28,N/A,4,28,N/A,5,27,0,,,
tum2019 38002,38002,81,Managerial Decision Making,Autumn,2019,"Tuesday, 6:00 -  9:00","Hsee, Christopher",65,CLO,1,62,3,0,65,CLO,1974,65,CLO,N/A,65,CLO,0,,,
nte2017 37601,37601,60,Marketing Workshop,Winter,2017,"Tuesday,10:40 - 12:00","Daljord, Oeystein;Hitsch, Günter",4,61,0,5,60,0,5,60,-1,5,60,-1,6,59,0,8,57,0
tum2020 38002,38002,81,Managerial Decision Making,Autumn,2020,"Monday, 6:00 -  9:00","Hsee, Christopher",56,14,0,60,10,0,69,1,0,67,3,N/A,70,CLO,2000,,,
tum2020 38002,38002,85,Managerial Decision Making,Autumn,2020,"Saturday, 1:30 -  4:30","Hsee, Christopher",40,25,0,41,24,0,62,3,0,61,4,500,65,CLO,0,,,
nte2018 37601,37601,60,Marketing Workshop,Winter,2018,"Tuesday,10:40 - 12:00","Daljord, Oeystein;Shapiro, Bradley",7,58,0,7,58,-1,7,58,-1,7,58,-1,7,58,-1,11,54,0
nte2019 37601,37601,60,Marketing Workshop,Winter,2019,"Tuesday,10:40 - 12:00","Dietvorst, Berkeley;Rao, Anita",3,62,0,3,62,-1,3,62,-1,3,62,-1,2,63,-1,3,62,-1
nte2017 38002,38002,81,Managerial Decision Making,Winter,2017,"Monday, 6:00 -  9:00","Risen, Jane",50,15,0,46,19,0,56,9,0,54,11,-1,65,CLO,213,65,CLO,2000
rin2017 37601,37601,60,Marketing Workshop,Spring,2017,"Tuesday,10:40 - 12:00","Dietvorst, Berkeley;Urminsky, Oleg",8,57,0,8,57,-1,8,57,-1,8,57,-1,9,56,0,9,56,-1
nte2018 38002,38002,85,Managerial Decision Making,Winter,2018,"Saturday, 1:30 -  4:30","Risen, Jane",44,21,0,35,30,0,35,30,-1,35,30,-1,37,28,0,36,29,-1
rin2020 37601,37601,60,Marketing Workshop,Spring,2020,"Tuesday,10:40 - 12:00","Gaertig, Celia; Strulov-Shlain, Avner",2,30,0,2,30,N/A,2,30,N/A,2,30,N/A,2,30,N/A,2,30,N/A
tum2016 37601,37601,1,Marketing Workshop,Autumn,2016,"Tuesday,10:40 - 12:00","Hitsch, Günter",6,59,0,6,59,-1,6,59,-1,6,59,-1,8,57,0,7,58,0
rin2020 38002,38002,85,Managerial Decision Making,Spring,2020,"Saturday, 9:00 - 12:00","Shah, Anuj",48,17,0,44,21,0,53,12,0,53,12,N/A,62,3,0,65,CLO,3711
tum2017 37601,37601,60,Marketing Workshop,Autumn,2017,"Tuesday,10:40 - 12:00","Hitsch, Günter",5,60,0,6,59,0,9,56,0,9,56,-1,11,54,0,13,52,0
nte2017 38003,38003,81,Power and Influence in Organizations,Winter,2017,"Wednesday, 6:00 -  9:00","Caruso, Heather",65,CLO,693,65,CLO,1622,65,CLO,-1,65,CLO,-1,65,CLO,5032,65,CLO,8000
tum2018 37601,37601,60,Marketing Workshop,Autumn,2018,"Tuesday,10:40 - 12:00","Hitsch, Günter",5,60,0,6,59,0,6,59,-1,6,59,-1,5,60,0,5,60,-1
rin2018 38003,38003,85,Power and Influence in Organizations,Spring,2018,"Saturday, 9:00 - 12:00","Caruso, Heather",42,23,0,36,29,0,45,20,0,43,22,-1,59,6,0,59,6,0
tum2020 37601,37601,60,Marketing Workshop,Autumn,2020,"Tuesday,10:40 - 12:00","Hitsch, Günter; Urminsky, Oleg",6,59,0,6,59,N/A,6,59,N/A,6,59,N/A,10,55,0,,,
rin2017 38003,38003,81,Power and Influence in Organizations,Spring,2017,"Tuesday, 6:00 -  9:00","Nussbaum, A.",65,CLO,200,58,7,0,59,6,0,62,3,0,65,CLO,7878,65,CLO,12130
tum2019 37601,37601,60,Marketing Workshop,Autumn,2019,"Tuesday,10:40 - 12:00","Hitsch, Günter;Urminsky, Oleg",5,27,0,5,27,N/A,5,27,N/A,5,27,N/A,6,26,0,,,
nte2018 38003,38003,81,Power and Influence in Organizations,Winter,2018,"Tuesday, 6:00 -  9:00","Nussbaum, A.",51,14,0,47,18,0,55,10,0,57,8,0,63,2,0,59,6,0
rin2019 37601,37601,60,Marketing Workshop,Spring,2019,"Tuesday,10:40 - 12:00","Moshary, Sarah;Sussman, Abigail",5,60,0,5,60,N/A,5,60,N/A,5,60,N/A,8,57,0,10,55,0
rin2019 38003,38003,81,Power and Influence in Organizations,Spring,2019,"Wednesday, 6:00 -  9:00","Nussbaum, A.",53,17,0,60,10,0,64,6,0,63,7,N/A,70,CLO,3500,70,CLO,4000
,37601,60,Marketing Workshop,Winter,2021,"Tuesday,10:40 - 12:00","Dietvorst, Berkeley; Strulov-Shlain, Avner",6,59,0,7,58,0,7,58,N/A,7,58,N/A,9,56,0,,,
tum2019 38003,38003,85,Power and Influence in Organizations,Autumn,2019,"Saturday, 1:30 -  4:30","Nussbaum, A.",54,11,0,50,15,0,65,CLO,458,62,3,N/A,58,7,0,,,
nte2017 37902,37902,50,Foundations of Advanced Quantitative Marketing,Winter,2017,"Thursday, 9:30 - 12:30","Chintagunta, Pradeep",4,61,0,4,61,-1,4,61,-1,4,61,-1,8,57,0,7,58,-1
rin2017 38101,38101,81,Persuasion: Effective Business Communication ?,Spring,2017,"Wednesday, 6:00 -  9:00","Weitzman, Hal",32,4,0,35,1,0,35,1,-1,35,1,-1,36,CLO,21257,36,CLO,13953
tum2017 38101,38101,81,Persuasion: Effective Business Communication ?,Autumn,2017,"Thursday, 6:00 -  9:00","Weitzman, Hal",36,CLO,2554,36,CLO,10000,36,CLO,-1,36,CLO,-1,36,CLO,8002,36,CLO,6500
nte2018 38101,38101,81,Persuasion: Effective Business Communication ?,Winter,2018,"Thursday, 6:00 -  9:00","Weitzman, Hal",36,CLO,3008,36,CLO,11000,36,CLO,-1,36,CLO,-1,36,CLO,7429,36,CLO,-1
tum2018 38101,38101,81,Persuasion: Effective Business Communication ?,Autumn,2018,"Thursday, 6:00 -  9:00","Weitzman, Hal",36,CLO,3199,36,CLO,11000,36,CLO,-1,36,CLO,-1,36,CLO,4954,36,CLO,5898
nte2019 38101,38101,81,Persuasion: Effective Business Communication ?,Winter,2019,"Wednesday, 6:00 -  9:00","Weitzman, Hal",36,CLO,5000,36,CLO,-1,36,CLO,-1,36,CLO,-1,36,CLO,12707,36,CLO,10558
tum2019 38101,38101,81,Persuasion: Effective Business Communication ?,Autumn,2019,"Thursday, 6:00 -  9:00","Weitzman, Hal",36,CLO,4000,36,CLO,5055,36,CLO,N/A,36,CLO,N/A,36,CLO,5677,,,
nte2020 38101,38101,81,Persuasion: Effective Business Communication ?,Winter,2020,"Wednesday, 6:00 -  9:00","Weitzman, Hal",36,CLO,6005,36,CLO,11942,36,CLO,N/A,36,CLO,N/A,36,CLO,N/A,,,
tum2020 38101,38101,81,Persuasion: Effective Business Communication ?,Autumn,2020,"Wednesday, 6:00 -  9:00","Weitzman, Hal",36,CLO,6000,36,CLO,10103,36,CLO,N/A,36,CLO,N/A,36,CLO,21111,,,
rin2018 38102,38102,81,Persuasion II: Influence Through Narrative ?,Spring,2018,"Wednesday, 6:00 -  9:00","Weitzman, Hal",18,18,0,19,17,0,19,17,-1,19,17,-1,24,12,0,25,11,0
rin2019 38102,38102,81,Persuasion II: Influence Through Narrative ?,Spring,2019,"Wednesday, 6:00 -  9:00","Weitzman, Hal",11,25,0,11,25,0,11,25,N/A,11,25,N/A,11,25,N/A,10,26,0
rin2020 38102,38102,81,Persuasion II: Influence Through Narrative ?,Spring,2020,"Tuesday, 6:00 -  9:00","Weitzman, Hal",27,9,0,27,9,0,27,9,N/A,27,9,N/A,27,9,0,27,9,0
nte2018 37902,37902,50,Foundations of Advanced Quantitative Marketing,Winter,2018,"Friday,10:00 -  1:00","Chintagunta, Pradeep",4,61,0,4,61,-1,4,61,-1,4,61,-1,4,61,-1,4,61,-1
rin2017 38103,38103,82,Strategies and Processes of Negotiation,Spring,2017,"Thursday, 6:00 -  9:00","Bryan, Christopher",32,23,0,34,21,0,37,18,0,38,17,0,55,CLO,0,55,CLO,300
rin2017 38103,38103,85,Strategies and Processes of Negotiation,Spring,2017,"Saturday, 1:30 -  4:30","Bryan, Christopher",55,CLO,3700,55,CLO,7100,55,CLO,-1,55,CLO,-1,55,CLO,8000,55,CLO,7000
nte2019 37902,37902,50,Foundations of Advanced Quantitative Marketing,Winter,2019,"Monday, 4:45 -  7:45","Chintagunta, Pradeep",9,15,0,10,14,0,10,14,-1,10,14,-1,11,13,0,13,11,-1
nte2020 37902,37902,50,Foundations of Advanced Quantitative Marketing,Winter,2020,"Thursday, 9:30 - 12:30","Chintagunta, Pradeep",7,25,0,11,21,0,11,21,N/A,11,21,N/A,11,21,N/A,,,
nte2018 38103,38103,81,Strategies and Processes of Negotiation,Winter,2018,"Tuesday, 6:00 -  9:00","Bryan, Christopher",42,13,0,38,17,0,44,11,0,46,9,0,48,7,0,51,4,0
,37902,50,Foundations of Advanced Quantitative Marketing,Winter,2021,"Thursday, 9:30 - 12:30","Chintagunta, Pradeep",7,58,0,7,58,N/A,7,58,N/A,7,58,N/A,6,59,N/A,,,
rin2017 37903,37903,50,Adv Mktg Theory: Behavioral Science Approach,Spring,2017,"Thursday, 9:00 - 12:00","Bartels, Daniel;Urminsky, Oleg",1,64,0,1,64,-1,1,64,-1,1,64,-1,2,63,0,2,63,-1
rin2020 38103,38103,83,Strategies and Processes of Negotiation,Spring,2020,"Tuesday, 6:00 -  9:00","Bryan, Christopher",40,15,0,38,17,0,44,11,0,42,13,N/A,53,2,0,55,CLO,0
mme2017 38103,38103,85,Strategies and Processes of Negotiation,Summer,2017,"Saturday, 1:30 -  4:30","Burrows, John",55,CLO,1000,55,CLO,1500,55,CLO,-1,55,CLO,-1,55,CLO,1000,54,1,0
tum2017 38103,38103,85,Strategies and Processes of Negotiation,Autumn,2017,"Saturday, 1:30 -  4:30","Burrows, John",55,CLO,100,50,5,0,55,CLO,2000,55,CLO,-1,49,6,0,48,7,0
tum2019 37903,37903,50,Adv Mktg Theory: Behavioral Science Approach,Autumn,2019,"Thursday, 1:30 -  4:30","Bartels, Daniel;Urminsky, Oleg",0,19,N/A,0,19,N/A,0,19,N/A,0,19,N/A,4,15,0,,,
rin2018 37903,37903,50,Adv Mktg Theory: Behavioral Science Approach,Spring,2018,"Wednesday, 1:30 -  4:30","Sussman, Abigail",4,61,0,4,61,-1,4,61,-1,4,61,-1,4,61,-1,6,59,0
tum2018 37903,37903,50,Adv Mktg Theory: Behavioral Science Approach,Autumn,2018,"Monday, 1:00 -  4:00","Sussman, Abigail",0,19,0,0,19,-1,5,14,0,5,14,-1,5,14,-1,5,14,-1
tum2020 38103,38103,82,Strategies and Processes of Negotiation,Autumn,2020,"Thursday, 6:00 -  9:00","Dean, Joshua",9,46,0,8,47,N/A,8,47,N/A,8,47,N/A,22,33,0,,,
rin2017 37904,37904,50,Advanced Quantitative Marketing,Spring,2017,"Monday, 1:30 -  4:30","Dubé, Jean-Pierre;Hitsch, Günter",4,15,0,4,15,-1,4,15,-1,4,15,-1,5,14,0,6,13,-1
rin2018 37904,37904,50,Advanced Quantitative Marketing,Spring,2018,"Monday, 1:30 -  4:30","Dubé, Jean-Pierre;Hitsch, Günter",1,64,0,1,64,-1,1,64,-1,1,64,-1,1,64,-1,3,62,-1
rin2017 38103,38103,81,Strategies and Processes of Negotiation,Spring,2017,"Wednesday, 6:00 -  9:00","Ginzel, Linda",55,CLO,2602,55,CLO,5000,55,CLO,-1,55,CLO,-1,55,CLO,9007,55,CLO,-1
nte2019 37904,37904,50,Advanced Quantitative Marketing,Winter,2019,"Monday, 1:30 -  4:30","Dubé, Jean-Pierre;Hitsch, Günter",1,23,0,1,23,-1,1,23,-1,1,23,-1,3,21,-1,4,20,-1
nte2020 37904,37904,50,Advanced Quantitative Marketing,Winter,2020,"Monday, 1:30 -  4:30","Dubé, Jean-Pierre;Hitsch, Günter",4,20,0,4,20,N/A,4,20,N/A,4,20,N/A,5,19,0,,,
rin2018 38103,38103,81,Strategies and Processes of Negotiation,Spring,2018,"Wednesday, 6:00 -  9:00","Ginzel, Linda",55,CLO,5003,55,CLO,8753,55,CLO,-1,55,CLO,-1,55,CLO,12874,55,CLO,10016
,37904,50,Advanced Quantitative Marketing,Winter,2021,"Monday, 1:30 -  4:30","Dubé, Jean-Pierre; Hitsch, Guenter",2,63,0,1,64,N/A,1,64,N/A,1,64,N/A,1,64,N/A,,,
rin2018 37905,37905,50,Marketing Literature Seminar,Spring,2018,"Wednesday, 8:30 - 12:00","Chintagunta, Pradeep;Shapiro, Bradley",4,16,0,5,15,0,5,15,-1,5,15,-1,8,12,0,10,10,0
rin2019 38103,38103,81,Strategies and Processes of Negotiation,Spring,2019,"Wednesday, 6:00 -  9:00","Ginzel, Linda",55,CLO,7012,55,CLO,15515,55,CLO,N/A,55,CLO,N/A,55,CLO,11987,55,CLO,N/A
nte2020 37905,37905,50,Marketing Literature Seminar,Winter,2020,"Thursday, 1:30 -  4:30","Dietvorst, Berkeley;Moshary, Sarah",3,17,0,5,15,0,5,15,N/A,5,15,N/A,7,13,0,,,
tum2018 37905,37905,50,Marketing Literature Seminar,Autumn,2018,"Wednesday, 1:30 -  4:30","Rao, Anita;Urminsky, Oleg",4,15,0,4,15,-1,4,15,-1,4,15,-1,9,10,0,8,11,-1
tum2019 38103,38103,81,Strategies and Processes of Negotiation,Autumn,2019,"Wednesday, 6:00 -  9:00","Ginzel, Linda",55,CLO,5558,55,CLO,4327,55,CLO,N/A,55,CLO,N/A,55,CLO,N/A,,,
nte2017 37905,37905,50,Marketing Literature Seminar,Winter,2017,"Monday, 1:30 -  4:30","Sussman, Abigail",6,14,0,7,13,0,7,13,-1,7,13,-1,8,12,0,9,11,0
rin2017 37906,37906,50,Applied Bayesian Econometrics,Spring,2017,"Friday, 9:00 - 12:00","Misra, Sanjog",7,33,0,7,33,-1,7,33,-1,7,33,-1,8,32,0,8,32,-1
nte2020 38103,38103,81,Strategies and Processes of Negotiation,Winter,2020,"Tuesday, 6:00 -  9:00","Koch, Alex",10,45,0,8,47,0,8,47,N/A,8,47,N/A,17,38,0,,,
nte2018 37906,37906,50,Applied Bayesian Econometrics,Winter,2018,"Monday, 1:30 -  4:30","Misra, Sanjog",2,17,0,2,17,-1,2,17,-1,2,17,-1,4,15,0,4,15,0
nte2020 37906,37906,50,Applied Bayesian Econometrics,Winter,2020,"Thursday, 9:30 - 12:30","Misra, Sanjog",9,15,0,9,15,0,9,15,N/A,9,15,N/A,9,15,N/A,,,
rin2018 38103,38103,82,Strategies and Processes of Negotiation,Spring,2018,"Thursday, 6:00 -  9:00","Levine, Emma",12,43,0,15,40,0,23,32,0,23,32,0,19,36,0,25,30,0
,37906,50,Applied Bayesian Econometrics,Winter,2021,"Wednesday, 1:30 -  4:30","Misra, Sanjog",4,20,0,4,20,N/A,4,20,N/A,4,20,N/A,4,20,N/A,,,
rin2019 37907,37907,50,Behavioral Science Research Methods in Marketing,Spring,2019,"Monday, 1:30 -  4:30","Urminsky, Oleg",9,27,0,11,25,0,11,25,N/A,11,25,N/A,11,25,N/A,21,15,N/A
nte2019 38103,38103,82,Strategies and Processes of Negotiation,Winter,2019,"Wednesday, 6:00 -  9:00","Levine, Emma",27,28,0,28,27,0,39,16,0,40,15,0,48,7,0,55,CLO,0
rin2020 37907,37907,50,Behavioral Science Research Methods in Marketing,Spring,2020,"Monday, 1:30 -  4:30","Urminsky, Oleg",4,18,0,4,18,N/A,4,18,N/A,4,18,N/A,5,17,0,9,13,N/A
nte2019 37908,37908,50,Computational Methods for Marketing and Economics,Winter,2019,"Monday, 9:00 - 12:00","Misra, Sanjog",1,29,0,1,29,-1,1,29,-1,1,29,-1,1,29,-1,1,29,-1
nte2020 38103,38103,85,Strategies and Processes of Negotiation,Winter,2020,"Saturday, 1:30 -  4:30","Levine, Emma",55,CLO,1000,55,CLO,6280,55,CLO,N/A,55,CLO,N/A,55,CLO,7500,,,
tum2020 37909,37909,50,Cognitive Underpinnings of Decisions,Autumn,2020,"Wednesday, 1:30 -  4:30","Bartels, Daniel",1,64,0,3,62,0,4,61,0,4,61,N/A,4,61,0,,,
nte2018 38001,38001,1,Managing in Organizations,Winter,2018,"Tuesday, 8:30 - 11:30","Caruso, Eugene",65,CLO,1500,65,CLO,2677,65,CLO,-1,65,CLO,-1,65,CLO,7500,65,CLO,-1
nte2017 38103,38103,81,Strategies and Processes of Negotiation,Winter,2017,"Wednesday, 6:00 -  9:00","Pope, Devin",55,CLO,1100,55,CLO,217,55,CLO,-1,55,CLO,-1,55,CLO,-1,55,CLO,8645
